,,,Type,Planner,ID,,,,,Type,ID,Translation,Affinity,Upgrade,Class,,Starting Class,ID,,Armor,ID,,Talisman,ID,,Great Rune,ID,,Crystal Tear,ID,,Weapon Class,Weapon,ID,isReinforce,isUnique,,Affinity,ID,,Magic,ID
,,,,,,,,,,,,,,,,,,,,Godrick Knight Armor (Altered),1771100.0,,,,,,,,,,,Glintstone Staff,Gelmir Glintstone Staff,33050000.0,TRUE,FALSE,,,,,Flame Sling,6010.0
,,,,,,,,,,,,,,,,,,,,Cuckoo Knight Armor,1780100.0,,,,,,,,,,,Glintstone Staff,Crystal Staff,33040000.0,TRUE,TRUE,,,,,Flame Sling,6010.0
,,,,,,,,,,,,,,,,,,,,Cuckoo Knight Armor (Altered),1781100.0,,,,,,,,,,,Glintstone Staff,Rotten Crystal Staff,33270000.0,TRUE,TRUE,,,,,Flame Sling,6010.0
,,,,,,,,,,,,,,,,,,,,Redmane Knight Armor,1800100.0,,,,,,,,,,,Glintstone Staff,Meteorite Staff,33250000.0,FALSE,FALSE,,,,,Giantsflame Take Thee,6100.0
,,,,,,,,,,,,,,,,,,,,Redmane Knight Armor (Altered),1801100.0,,,,,,,,,,,Glintstone Staff,Staff of the Guilty,33260000.0,TRUE,FALSE,,,,,Giantsflame Take Thee,6100.0
,,,,,,,,,,,,,,,,,,,,Gelmir Knight Armor,1760100.0,,,,,,,,,,,Glintstone Staff,Prince of Death's Staff,33180000.0,TRUE,FALSE,,,,,"Flame, Fall Upon Them",6020.0
,,,,,,,,,,,,,,,,,,,,Gelmir Knight Armor (Altered),1761100.0,,,,,,,,,,,Glintstone Staff,Maternal Staff,33520000.0,TRUE,FALSE,,,,,"Flame, Fall Upon Them",6020.0
,,,,,,,,,,,,,,,,,,,,Leyndell Knight Armor,1790100.0,,,,,,,,,,,Glintstone Staff,Staff of the Great Beyond,33510000.0,TRUE,TRUE,,,,,"Flame, Fall Upon Them",6020.0
,,,,,,,,,,,,,,,,,,,,Leyndell Knight Armor (Altered),1791100.0,,,,,,,,,,,Sacred Seal,Finger Seal,34000000.0,TRUE,FALSE,,,,,"Flame, Fall Upon Them",6020.0
,,,,,,,,,,,,,,,,,,,,Haligtree Knight Armor,1820100.0,,,,,,,,,,,Sacred Seal,Erdtree Seal,34070000.0,TRUE,TRUE,,,,,"Flame, Fall Upon Them",6020.0
,,,,,,,,,,,,,,,,,,,,Haligtree Knight Armor (Altered),1821100.0,,,,,,,,,,,Sacred Seal,Golden Order Seal,34060000.0,TRUE,TRUE,,,,,"Flame, Fall Upon Them",6020.0
,,,,,,,,,,,,,,,,,,,,Mausoleum Knight Armor,1810100.0,,,,,,,,,,,Sacred Seal,Dryleaf Seal,34500000.0,TRUE,FALSE,,,,,Flame of the Fell God,6110.0
,,,,,,,,,,,,,,,,,,,,Mausoleum Knight Armor (Altered),1811100.0,,,,,,,,,,,Sacred Seal,Fire Knight's Seal,34510000.0,TRUE,FALSE,,,,,Flame of the Fell God,6110.0
,,,,,,,,,,,,,,,,,,,,Black Knight Armor,5150100.0,,,,,,,,,,,Sacred Seal,Spiraltree Seal,34520000.0,TRUE,FALSE,,,,,"Surge, O Flame!",6220.0
,,,,,,,,,,,,,,,,,,,,Bloodhound Knight Armor,790100.0,,,,,,,,,,,Sacred Seal,Gravel Stone Seal,34030000.0,TRUE,FALSE,,,,,"Whirl, O Flame!",6030.0
,,,,,,,,,,,,,,,,,,,,Bloodhound Knight Armor (Altered),791100.0,,,,,,,,,,,Sacred Seal,Giant's Seal,34020000.0,TRUE,FALSE,,,,,"Whirl, O Flame!",6030.0
,,,,,,,,,,,,,,,,,,,,Cleanrot Armor,340100.0,,,,,,,,,,,Sacred Seal,Godslayer's Seal,34010000.0,TRUE,FALSE,,,,,"Burn, O Flame!",6120.0
,,,,,,,,,,,,,,,,,,,,Cleanrot Armor (Altered),341100.0,,,,,,,,,,,Sacred Seal,Clawmark Seal,34040000.0,TRUE,FALSE,,,,,"Flame, Cleanse Me",6040.0
,,,,,,,,,,,,,,,,,,,,Fire Knight Armor,5180100.0,,,,,,,,,,,Sacred Seal,Frenzied Flame Seal,34090000.0,TRUE,TRUE,,,,,"Flame, Cleanse Me",6040.0
,,,,,,,,,,,,,,,,,,,,Fire Knight Armor (Altered),5181100.0,,,,,,,,,,,Sacred Seal,Dragon Communion Seal,34080000.0,TRUE,TRUE,,,,,"Flame, Cleanse Me",6040.0
,,,,,,,,,,,,,,,,,,,,Death Knight Armor,5200100.0,,,,,,,,,,,Torch,Torch,24000000.0,TRUE,FALSE,,,,,"Flame, Protect Me",6060.0
,,,,,,,,,,,,,,,,,,,,Horned Warrior Armor,5250100.0,,,,,,,,,,,Torch,Beast-Repellent Torch,24060000.0,TRUE,FALSE,,,,,"Flame, Grant Me Strength",6050.0
,,,,,,,,,,,,,,,,,,,,Divine Beast Warrior Armor,5252100.0,,,,,,,,,,,Torch,Steel-Wire Torch,24020000.0,TRUE,FALSE,,,,,Fire's Deadly Sin,7900.0
,,,,,,,,,,,,,,,,,,,,Divine Bird Warrior Armor,5253100.0,,,,,,,,,,,Torch,Sentry's Torch,24070000.0,TRUE,TRUE,,,,,Fire's Deadly Sin,7900.0
,,,,,,,,,,,,,,,,,,,,Oathseeker Knight Armor,5002100.0,,,,,,,,,,,Torch,Ghostflame Torch,24050000.0,TRUE,FALSE,,,,,Fire's Deadly Sin,7900.0
,,,,,,,,,,,,,,,,,,,,Leda's Armor,5000100.0,,,,,,,,,,,Torch,St. Trina's Torch,24040000.0,TRUE,TRUE,,,,,Fire's Deadly Sin,7900.0
,,,,,,,,,,,,,,,,,,,,Raging Wolf Armor,860100.0,,,,,,,,,,,Torch,Nanaya's Torch,24500000.0,TRUE,TRUE,,,,,Fire Serpent,2007800.0
,,,,,,,,,,,,,,,,,,,,Raging Wolf Armor (Altered),861100.0,,,,,,,,,,,Torch,Lamenting Visage,24510000.0,TRUE,TRUE,,,,,Fire Serpent,2007800.0
,,,,,,,,,,,,,,,,,,,,Hoslow's Armor,650100.0,,,,,,,,,,,Small Shield,Rickety Shield,30030000.0,TRUE,FALSE,,,,,Rain of Fire,2007810.0
,,,,,,,,,,,,,,,,,,,,Hoslow's Armor (Altered),652100.0,,,,,,,,,,,Small Shield,Riveted Wooden Shield,30090000.0,TRUE,FALSE,,,,,Rain of Fire,2007810.0
,,,,,,,,,,,,,,,,,,,,Twinned Armor,600100.0,,,,,,,,,,,Small Shield,Blue-White Wooden Shield,30100000.0,TRUE,FALSE,,,,,Rain of Fire,2007810.0
,,,,,,,,,,,,,,,,,,,,Twinned Armor (Altered),601100.0,,,,,,,,,,,Small Shield,Scripture Wooden Shield,30080000.0,TRUE,FALSE,,,,,Rain of Fire,2007810.0
,,,,,,,,,,,,,,,,,,,,Drake Knight Armor,60100.0,,,,,,,,,,,Small Shield,Red Thorn Roundshield,30070000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Drake Knight Armor (Altered),61100.0,,,,,,,,,,,Small Shield,Pillory Shield,30040000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Blaidd's Armor,170100.0,,,,,,,,,,,Small Shield,Buckler,30000000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Blaidd's Armor (Altered),171100.0,,,,,,,,,,,Small Shield,Iron Roundshield,30120000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Briar Armor,210100.0,,,,,,,,,,,Small Shield,Gilded Iron Shield,30130000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Briar Armor (Altered),211100.0,,,,,,,,,,,Small Shield,Man-Serpent's Shield,30020000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Fingerprint Armor,950100.0,,,,,,,,,,,Small Shield,Ice Crest Shield,30140000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Fingerprint Armor (Altered),951100.0,,,,,,,,,,,Small Shield,Rift Shield,30110000.0,TRUE,FALSE,,,,,Messmer's Orb,2007820.0
,,,,,,,,,,,,,,,,,,,,Rakshasa Armor,5160100.0,,,,,,,,,,,Small Shield,Perfumer's Shield,30010000.0,TRUE,FALSE,,,,,Black Flame,6210.0
,,,,,,,,,,,,,,,,,,,,Royal Remains Armor,690100.0,,,,,,,,,,,Small Shield,Shield of the Guilty,31170000.0,TRUE,FALSE,,,,,Black Flame,6210.0
,,,,,,,,,,,,,,,,,,,,All-Knowing Armor,590100.0,,,,,,,,,,,Small Shield,Spiralhorn Shield,30190000.0,TRUE,FALSE,,,,,Scouring Black Flame,6230.0
,,,,,,,,,,,,,,,,,,,,All-Knowing Armor (Altered),591100.0,,,,,,,,,,,Small Shield,Smoldering Shield,30150000.0,TRUE,FALSE,,,,,Scouring Black Flame,6230.0
,,,,,,,,,,,,,,,,,,,,Royal Knight Armor,280100.0,,,,,,,,,,,Small Shield,Coil Shield,30200000.0,TRUE,TRUE,,,,,Black Flame Ritual,6240.0
,,,,,,,,,,,,,,,,,,,,Royal Knight Armor (Altered),281100.0,,,,,,,,,,,Small Shield,Smithscript Shield,30510000.0,TRUE,FALSE,,,,,Black Flame Ritual,6240.0
,,,,,,,,,,,,,,,,,,,,Rellana's Armor,5260100.0,,,,,,,,,,,Small Shield,Shield of Night,21550000.0,TRUE,TRUE,,,,,Black Flame Ritual,6240.0
,,,,,,,,,,,,,,,,,,,,Maliketh's Armor,760100.0,,,,,,,,,,,Medium Shield,Hawk Crest Wooden Shield,31270000.0,TRUE,FALSE,,,,,Black Flame Ritual,6240.0
,,,,,,,,,,,,,,,,,,,,Maliketh's Armor (Altered),761100.0,,,,,,,,,,,Medium Shield,Horse Crest Wooden Shield,31240000.0,TRUE,FALSE,,,,,Black Flame Blade,6250.0
,,,,,,,,,,,,,,,,,,,,Banished Knight Armor,200100.0,,,,,,,,,,,Medium Shield,Candletree Wooden Shield,31250000.0,TRUE,FALSE,,,,,Black Flame's Protection,6260.0
,,,,,,,,,,,,,,,,,,,,Banished Knight Armor (Altered),201100.0,,,,,,,,,,,Medium Shield,Flame Crest Wooden Shield,31260000.0,TRUE,FALSE,,,,,Noble Presence,6270.0
,,,,,,,,,,,,,,,,,,,,Night's Cavalry Armor,230100.0,,,,,,,,,,,Medium Shield,Marred Wooden Shield,31020000.0,TRUE,FALSE,,,,,Noble Presence,6270.0
,,,,,,,,,,,,,,,,,,,,Night's Cavalry Armor (Altered),231100.0,,,,,,,,,,,Medium Shield,Sun Realm Shield,31050000.0,TRUE,FALSE,,,,,Beast Claw,6820.0
,,,,,,,,,,,,,,,,,,,,Armor of Solitude,5130100.0,,,,,,,,,,,Medium Shield,Round Shield,31070000.0,TRUE,FALSE,,,,,Beast Claw,6820.0
,,,,,,,,,,,,,,,,,,,,Armor of Solitude (Altered),5131100.0,,,,,,,,,,,Medium Shield,Large Leather Shield,31230000.0,TRUE,FALSE,,,,,Gurranq's Beast Claw,6830.0
,,,,,,,,,,,,,,,,,,,,Veteran's Armor,780100.0,,,,,,,,,,,Medium Shield,Black Leather Shield,31340000.0,TRUE,FALSE,,,,,Bestial Sling,6800.0
,,,,,,,,,,,,,,,,,,,,Veteran's Armor (Altered),781100.0,,,,,,,,,,,Medium Shield,Marred Leather Shield,31010000.0,TRUE,FALSE,,,,,Stone of Gurranq,6810.0
,,,,,,,,,,,,,,,,,,,,Scaled Armor,80100.0,,,,,,,,,,,Medium Shield,Heater Shield,31330000.0,TRUE,FALSE,,,,,Bestial Constitution,6850.0
,,,,,,,,,,,,,,,,,,,,Scaled Armor (Altered),81100.0,,,,,,,,,,,Medium Shield,Blue Crest Heater Shield,31300000.0,TRUE,FALSE,,,,,Bestial Vitality,6840.0
,,,,,,,,,,,,,,,,,,,,Beast Champion Armor,720100.0,,,,,,,,,,,Medium Shield,Red Crest Heater Shield,31290000.0,TRUE,FALSE,,,,,Roar of Rugalea,2006800.0
,,,,,,,,,,,,,,,,,,,,Beast Champion Armor (Altered),721100.0,,,,,,,,,,,Medium Shield,Beast Crest Heater Shield,31280000.0,TRUE,FALSE,,,,,Roar of Rugalea,2006800.0
,,,,,,,,,,,,,,,,,,,,Tree Sentinel Armor,270100.0,,,,,,,,,,,Medium Shield,Inverted Hawk Heater Shield,31320000.0,TRUE,FALSE,,,,,Roar of Rugalea,2006800.0
,,,,,,,,,,,,,,,,,,,,Tree Sentinel Armor (Altered),271100.0,,,,,,,,,,,Medium Shield,Eclipse Crest Heater Shield,31310000.0,TRUE,FALSE,,,,,Roar of Rugalea,2006800.0
,,,,,,,,,,,,,,,,,,,,Malformed Dragon Armor,260100.0,,,,,,,,,,,Medium Shield,Kite Shield,31000000.0,TRUE,FALSE,,,,,Roar of Rugalea,2006800.0
,,,,,,,,,,,,,,,,,,,,Crucible Axe Armor,570100.0,,,,,,,,,,,Medium Shield,Blue-Gold Kite Shield,31100000.0,TRUE,FALSE,,,,,Swarm of Flies,7210.0
,,,,,,,,,,,,,,,,,,,,Crucible Axe Armor (Altered),572100.0,,,,,,,,,,,Medium Shield,Scorpion Kite Shield,31080000.0,TRUE,FALSE,,,,,Swarm of Flies,7210.0
,,,,,,,,,,,,,,,,,,,,Crucible Tree Armor,571100.0,,,,,,,,,,,Medium Shield,Twinbird Kite Shield,31090000.0,TRUE,FALSE,,,,,Bloodflame Talons,6300.0
,,,,,,,,,,,,,,,,,,,,Crucible Tree Armor (Altered),573100.0,,,,,,,,,,,Medium Shield,Brass Shield,31130000.0,TRUE,FALSE,,,,,Furious Blade of Ansbach,2006300.0
,,,,,,,,,,,,,,,,,,,,Gaius's Armor,3010100.0,,,,,,,,,,,Medium Shield,Messmer Soldier Shield,31500000.0,TRUE,FALSE,,,,,Furious Blade of Ansbach,2006300.0
,,,,,,,,,,,,,,,,,,,,Radahn's Lion Armor,470100.0,,,,,,,,,,,Medium Shield,Banished Knight's Shield,31030000.0,TRUE,FALSE,,,,,Furious Blade of Ansbach,2006300.0
,,,,,,,,,,,,,,,,,,,,Radahn's Lion Armor (Altered),471100.0,,,,,,,,,,,Medium Shield,Wolf Crest Shield,31510000.0,TRUE,FALSE,,,,,Furious Blade of Ansbach,2006300.0
,,,,,,,,,,,,,,,,,,,,Young Lion's Armor,5270100.0,,,,,,,,,,,Medium Shield,Serpent Crest Shield,31520000.0,TRUE,FALSE,,,,,Furious Blade of Ansbach,2006300.0
,,,,,,,,,,,,,,,,,,,,Young Lion's Armor (Altered),5271100.0,,,,,,,,,,,Medium Shield,Albinauric Shield,31040000.0,TRUE,FALSE,,,,,Furious Blade of Ansbach,2006300.0
,,,,,,,,,,,,,,,,,,,,Lionel's Armor,640100.0,,,,,,,,,,,Medium Shield,Beastman's Jar-Shield,30060000.0,TRUE,FALSE,,,,,Bloodboon,6310.0
,,,,,,,,,,,,,,,,,,,,Lionel's Armor (Altered),641100.0,,,,,,,,,,,Medium Shield,Carian Knight's Shield,31190000.0,TRUE,FALSE,,,,,Bloodboon,6310.0
,,,,,,,,,,,,,,,,,,,,Bull-Goat Armor,140100.0,,,,,,,,,,,Medium Shield,Silver Mirrorshield,31060000.0,TRUE,TRUE,,,,,Bloodflame Blade,6320.0
,,,,,,,,,,,,,,,,,,,,Verdigris Armor,5010100.0,,,,,,,,,,,Medium Shield,Great Turtle Shell,31140000.0,TRUE,FALSE,,,,,Poison Mist,7220.0
,,,,,,,,,,,,,,,,,,,,Omen Armor,970100.0,,,,,,,,,,,Medium Shield,Golden Lion Shield,31530000.0,TRUE,TRUE,,,,,Poison Armament,7230.0
,,,,,,,,,,,,,,,,,,,,Fire Prelate Armor,360100.0,,,,,,,,,,,Greatshield,Wooden Greatshield,32290000.0,TRUE,FALSE,,,,,Pest Threads,7200.0
,,,,,,,,,,,,,,,,,,,,Fire Prelate Armor (Altered),361100.0,,,,,,,,,,,Greatshield,Lordsworn's Shield,32300000.0,TRUE,FALSE,,,,,Pest-Thread Spears,2007210.0
,,,,,,,,,,,,,,,,,,,,Traveler's Manchettes,1020200.0,,,,,,,,,,,Greatshield,Briar Greatshield,32050000.0,TRUE,FALSE,,,,,Pest-Thread Spears,2007210.0
,,,,,,,,,,,,,,,,,,,,Guardian Bracers,330200.0,,,,,,,,,,,Greatshield,Spiked Palisade Shield,32170000.0,TRUE,FALSE,,,,,Scarlet Aeonia,7240.0
,,,,,,,,,,,,,,,,,,,,Bloodsoaked Manchettes,963200.0,,,,,,,,,,,Greatshield,Icon Shield,32140000.0,TRUE,TRUE,,,,,Scarlet Aeonia,7240.0
,,,,,,,,,,,,,,,,,,,,Braided Arm Wraps,5070200.0,,,,,,,,,,,Greatshield,Golden Beast Crest Shield,32090000.0,TRUE,FALSE,,,,,Scarlet Aeonia,7240.0
,,,,,,,,,,,,,,,,,,,,Mushroom Arms,1130200.0,,,,,,,,,,,Greatshield,Manor Towershield,32190000.0,TRUE,FALSE,,,,,Rotten Butterflies,2007200.0
,,,,,,,,,,,,,,,,,,,,Astrologer Gloves,630200.0,,,,,,,,,,,Greatshield,Crossed-Tree Towershield,32200000.0,TRUE,FALSE,,,,,Rotten Butterflies,2007200.0
,,,,,,,,,,,,,,,,,,,,Sorcerer Manchettes,830200.0,,,,,,,,,,,Greatshield,Inverted Hawk Towershield,32210000.0,TRUE,FALSE,,,,,Rotten Butterflies,2007200.0
,,,,,,,,,,,,,,,,,,,,Battlemage Manchettes,1000200.0,,,,,,,,,,,Greatshield,Dragon Towershield,32000000.0,TRUE,FALSE,,,,,The Flame of Frenzy,7310.0
,,,,,,,,,,,,,,,,,,,,Errant Sorcerer Manchettes,990200.0,,,,,,,,,,,Greatshield,Distinguished Greatshield,32020000.0,TRUE,FALSE,,,,,The Flame of Frenzy,7310.0
,,,,,,,,,,,,,,,,,,,,Spellblade's Gloves,130200.0,,,,,,,,,,,Greatshield,Gilded Greatshield,32270000.0,TRUE,FALSE,,,,,The Flame of Frenzy,7310.0
,,,,,,,,,,,,,,,,,,,,Alberich's Bracers,120200.0,,,,,,,,,,,Greatshield,Cuckoo Greatshield,32250000.0,TRUE,FALSE,,,,,The Flame of Frenzy,7310.0
,,,,,,,,,,,,,,,,,,,,Preceptor's Gloves,910200.0,,,,,,,,,,,Greatshield,Redmane Greatshield,32230000.0,TRUE,FALSE,,,,,The Flame of Frenzy,7310.0
,,,,,,,,,,,,,,,,,,,,High Priest Gloves,5060200.0,,,,,,,,,,,Greatshield,Golden Greatshield,32260000.0,TRUE,FALSE,,,,,The Flame of Frenzy,7310.0
,,,,,,,,,,,,,,,,,,,,Azur's Manchettes,581200.0,,,,,,,,,,,Greatshield,Haligtree Crest Greatshield,32280000.0,TRUE,FALSE,,,,,Unendurable Frenzy,7311.0
,,,,,,,,,,,,,,,,,,,,Lusat's Manchettes,580200.0,,,,,,,,,,,Greatshield,Black Steel Greatshield,32500000.0,TRUE,FALSE,,,,,Unendurable Frenzy,7311.0
,,,,,,,,,,,,,,,,,,,,Queen's Bracelets,510200.0,,,,,,,,,,,Greatshield,Crucible Hornshield,32030000.0,TRUE,TRUE,,,,,Unendurable Frenzy,7311.0
,,,,,,,,,,,,,,,,,,,,Traveling Maiden Gloves,900200.0,,,,,,,,,,,Greatshield,Dragonclaw Shield,32040000.0,TRUE,TRUE,,,,,Midra's Flame of Frenzy,2007300.0
,,,,,,,,,,,,,,,,,,,,Dryleaf Arm Wraps,3000200.0,,,,,,,,,,,Greatshield,Fingerprint Stone Shield,32130000.0,TRUE,FALSE,,,,,Midra's Flame of Frenzy,2007300.0
,,,,,,,,,,,,,,,,,,,,Gold Bracelets,1040200.0,,,,,,,,,,,Greatshield,Eclipse Crest Greatshield,32240000.0,TRUE,FALSE,,,,,Midra's Flame of Frenzy,2007300.0
,,,,,,,,,,,,,,,,,,,,Perfumer Gloves,90200.0,,,,,,,,,,,Greatshield,Ant's Skull Plate,32220000.0,TRUE,TRUE,,,,,Frenzied Burst,7320.0
,,,,,,,,,,,,,,,,,,,,Traveler's Gloves,100200.0,,,,,,,,,,,Greatshield,Erdtree Greatshield,32080000.0,TRUE,TRUE,,,,,Frenzied Burst,7320.0
,,,,,,,,,,,,,,,,,,,,Depraved Perfumer Gloves,540200.0,,,,,,,,,,,Greatshield,Jellyfish Shield,32120000.0,TRUE,TRUE,,,,,Frenzied Burst,7320.0
,,,,,,,,,,,,,,,,,,,,Godskin Apostle Bracelets,520200.0,,,,,,,,,,,Greatshield,Visage Shield,32160000.0,TRUE,TRUE,,,,,Frenzied Burst,7320.0
,,,,,,,,,,,,,,,,,,,,Godskin Noble Bracelets,530200.0,,,,,,,,,,,Greatshield,One-Eyed Shield,32150000.0,TRUE,TRUE,,,,,Howl of Shabriri,7330.0
,,,,,,,,,,,,,,,,,,,,Ansbach's Manchettes,5110200.0,,,,,,,,,,,Greatshield,Verdigris Greatshield,32520000.0,TRUE,TRUE,,,,,Howl of Shabriri,7330.0
,,,,,,,,,,,,,,,,,,,,Leather Gloves,1400200.0,,,,,,,,,,,Thrusting Shield,Dueling Shield,62500000.0,TRUE,FALSE,,,,,Inescapable Frenzy,7300.0
,,,,,,,,,,,,,,,,,,,,Warrior Gauntlets,670200.0,,,,,,,,,,,Thrusting Shield,Carian Thrusting Shield,62510000.0,TRUE,FALSE,,,,,Inescapable Frenzy,7300.0
,,,,,,,,,,,,,,,,,,,,Noble's Gloves,740200.0,,,,,,,,,,,Consumable,Fire Pot,830000.0,FALSE,FALSE,,,,,Inescapable Frenzy,7300.0
,,,,,,,,,,,,,,,,,,,,War Surgeon Gloves,680200.0,,,,,,,,,,,Consumable,Redmane Fire Pot,830100.0,FALSE,FALSE,,,,,Inescapable Frenzy,7300.0
,,,,,,,,,,,,,,,,,,,,Thiollier's Gloves,5030200.0,,,,,,,,,,,Consumable,Giantsflame Fire Pot,830200.0,FALSE,FALSE,,,,,Inescapable Frenzy,7300.0
,,,,,,,,,,,,,,,,,,,,Bandit Manchettes,930200.0,,,,,,,,,,,Consumable,Hefty Fire Pot,930000.0,FALSE,FALSE,,,,,Dragonfire,7000.0
,,,,,,,,,,,,,,,,,,,,Confessor Gloves,880200.0,,,,,,,,,,,Consumable,Hefty Furnace Pot,968000.0,FALSE,FALSE,,,,,Agheel's Flame,7001.0
,,,,,,,,,,,,,,,,,,,,Omenkiller Long Gloves,1890200.0,,,,,,,,,,,Consumable,Oil Pot,,FALSE,FALSE,,,,,Magma Breath,7010.0
,,,,,,,,,,,,,,,,,,,,Gravebird Bracelets,5230200.0,,,,,,,,,,,Consumable,Hefty Oil Pot,,FALSE,FALSE,,,,,Magma Breath,7010.0
,,,,,,,,,,,,,,,,,,,,Dancer's Bracer,5080200.0,,,,,,,,,,,Consumable,Magic Pot,866000.0,FALSE,FALSE,,,,,Magma Breath,7010.0
,,,,,,,,,,,,,,,,,,,,Foot Soldier Gauntlets,1830200.0,,,,,,,,,,,Consumable,Academy Magic Pot,866100.0,FALSE,FALSE,,,,,Theodorix's Magma,7011.0
,,,,,,,,,,,,,,,,,,,,Highwayman Gauntlets,1980200.0,,,,,,,,,,,Consumable,Hefty Magic Pot,966000.0,FALSE,FALSE,,,,,Theodorix's Magma,7011.0
,,,,,,,,,,,,,,,,,,,,Common Soldier Gauntlets,5240200.0,,,,,,,,,,,Consumable,Lightning Pot,832000.0,FALSE,FALSE,,,,,Theodorix's Magma,7011.0
,,,,,,,,,,,,,,,,,,,,Vulgar Militia Gauntlets,420200.0,,,,,,,,,,,Consumable,Ancient Dragonbolt Pot,832100.0,FALSE,FALSE,,,,,Glintstone Breath,7040.0
,,,,,,,,,,,,,,,,,,,,Shadow Militiaman Gauntlets,5280200.0,,,,,,,,,,,Consumable,Hefty Lightning Pot,932000.0,FALSE,FALSE,,,,,Smarag's Glintstone Breath,7041.0
,,,,,,,,,,,,,,,,,,,,Nox Bracelets,290200.0,,,,,,,,,,,Consumable,Red Lightning Pot,970000.0,FALSE,FALSE,,,,,Rotten Breath,7030.0
,,,,,,,,,,,,,,,,,,,,Champion Bracers,730200.0,,,,,,,,,,,Consumable,Hefty Red Lightning Pot,969000.0,FALSE,FALSE,,,,,Ekzykes's Decay,7031.0
,,,,,,,,,,,,,,,,,,,,Leather Arm Wraps,5190200.0,,,,,,,,,,,Consumable,Holy Water Pot,835000.0,FALSE,FALSE,,,,,Dragonice,7020.0
,,,,,,,,,,,,,,,,,,,,Iron Rivet Gauntlets,5020200.0,,,,,,,,,,,Consumable,Sacred Order Pot,835100.0,FALSE,FALSE,,,,,Borealis's Mist,7021.0
,,,,,,,,,,,,,,,,,,,,Igon's Gauntlets,5100200.0,,,,,,,,,,,Consumable,Poison Pot,837000.0,FALSE,FALSE,,,,,Ghostflame Breath,2007020.0
,,,,,,,,,,,,,,,,,,,,Ascetic's Wrist Guards,5210200.0,,,,,,,,,,,Consumable,Hefty Poison Pot,937000.0,FALSE,FALSE,,,,,Placidusax's Ruin,7050.0
,,,,,,,,,,,,,,,,,,,,Chain Gauntlets,1100200.0,,,,,,,,,,,Consumable,Fetid Pot,833000.0,FALSE,FALSE,,,,,Placidusax's Ruin,7050.0
,,,,,,,,,,,,,,,,,,,,Iron Gauntlets,40200.0,,,,,,,,,,,Consumable,Hefty Fetid Pot,933000.0,FALSE,FALSE,,,,,Placidusax's Ruin,7050.0
,,,,,,,,,,,,,,,,,,,,Godrick Soldier Gauntlets,1700200.0,,,,,,,,,,,Consumable,Rot Pot,,FALSE,FALSE,,,,,Dragonclaw,7060.0
,,,,,,,,,,,,,,,,,,,,Raya Lucarian Gauntlets,1710200.0,,,,,,,,,,,Consumable,Hefty Rot Pot,,FALSE,FALSE,,,,,Dragonclaw,7060.0
,,,,,,,,,,,,,,,,,,,,Radahn Soldier Gauntlets,1730200.0,,,,,,,,,,,Consumable,Swarm Pot,834000.0,FALSE,FALSE,,,,,Dragonclaw,7060.0
,,,,,,,,,,,,,,,,,,,,Leyndell Soldier Gauntlets,1720200.0,,,,,,,,,,,Consumable,Hefty Fly Pot,934000.0,FALSE,FALSE,,,,,Dragonclaw,7060.0
,,,,,,,,,,,,,,,,,,,,Haligtree Gauntlets,1750200.0,,,,,,,,,,,Consumable,Freezing Pot,,FALSE,FALSE,,,,,Dragonclaw,7060.0
,,,,,,,,,,,,,,,,,,,,Mausoleum Gauntlets,1740200.0,,,,,,,,,,,Consumable,Hefty Freezing Pot,,FALSE,FALSE,,,,,Dragonclaw,7060.0
,,,,,,,,,,,,,,,,,,,,Messmer Soldier Gauntlets,5140200.0,,,,,,,,,,,Consumable,Sleep Pot,864000.0,FALSE,FALSE,,,,,Dragonmaw,7080.0
,,,,,,,,,,,,,,,,,,,,Exile Gauntlets,190200.0,,,,,,,,,,,Consumable,Eternal Sleep Pot,864000.0,FALSE,FALSE,,,,,Greyoll's Roar,7090.0
,,,,,,,,,,,,,,,,,,,,Kaiden Gauntlets,50200.0,,,,,,,,,,,Consumable,Frenzied Flame Pot,971000.0,FALSE,FALSE,,,,,Bayle's Tyranny,2007000.0
,,,,,,,,,,,,,,,,,,,,Land of Reeds Gauntlets,870200.0,,,,,,,,,,,Consumable,Hefty Frenzied Flame Pot,962000.0,FALSE,FALSE,,,,,Bayle's Tyranny,2007000.0
,,,,,,,,,,,,,,,,,,,,White Reed Gauntlets,872200.0,,,,,,,,,,,Consumable,Hefty Rock Pot,931000.0,FALSE,FALSE,,,,,Bayle's Flame Lightning,2007010.0
,,,,,,,,,,,,,,,,,,,,Ronin's Gauntlets,150200.0,,,,,,,,,,,Consumable,Volcano Pot,860000.0,FALSE,FALSE,,,,,Bayle's Flame Lightning,2007010.0
