ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
1205.0,,1.17,1.17,1.17,1.17,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,0.0,0.0,0.0,1.17,1.0,1.2,1.0,1.0,1.0,1.6
1206.0,,1.224,1.224,1.224,1.224,1.24,1.0,1.0,1.04,1.04,1.04,1.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,0.0,0.0,0.0,1.224,1.0,1.24,1.0,1.0,1.0,1.72
1207.0,,1.278,1.278,1.278,1.278,1.28,1.0,1.0,1.08,1.08,1.08,1.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,0.0,0.0,0.0,1.278,1.0,1.28,1.0,1.0,1.0,1.84
1208.0,,1.332,1.332,1.332,1.332,1.32,1.0,1.0,1.12,1.12,1.12,1.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,0.0,0.0,0.0,1.332,1.0,1.32,1.0,1.0,1.0,1.96
1209.0,,1.386,1.386,1.386,1.386,1.36,1.0,1.0,1.16,1.16,1.16,1.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,0.0,0.0,0.0,1.386,1.0,1.36,1.0,1.0,1.0,2.08
1210.0,,1.44,1.44,1.44,1.44,1.4,1.0,1.0,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,0.0,0.0,0.0,1.44,1.0,1.4,1.0,1.0,1.0,2.2
1211.0,,1.494,1.494,1.494,1.494,1.44,1.0,1.0,1.22,1.22,1.22,1.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,0.0,0.0,0.0,1.494,1.0,1.43,1.0,1.0,1.0,2.32
1212.0,,1.548,1.548,1.548,1.548,1.48,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,0.0,0.0,0.0,1.548,1.0,1.46,1.0,1.0,1.0,2.44
1213.0,,1.602,1.602,1.602,1.602,1.52,1.0,1.0,1.26,1.26,1.26,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,0.0,0.0,0.0,1.602,1.0,1.49,1.0,1.0,1.0,2.56
1214.0,,1.656,1.656,1.656,1.656,1.56,1.0,1.0,1.28,1.28,1.28,1.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,0.0,0.0,0.0,1.656,1.0,1.52,1.0,1.0,1.0,2.68
1215.0,,1.71,1.71,1.71,1.71,1.6,1.0,1.0,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,0.0,0.0,0.0,1.71,1.0,1.55,1.0,1.0,1.0,2.8
1216.0,,1.764,1.764,1.764,1.764,1.64,1.0,1.0,1.32,1.32,1.32,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,0.0,0.0,0.0,1.764,1.0,1.58,1.0,1.0,1.0,2.92
1217.0,,1.818,1.818,1.818,1.818,1.68,1.0,1.0,1.34,1.34,1.34,1.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,0.0,0.0,0.0,1.818,1.0,1.61,1.0,1.0,1.0,3.04
1218.0,,1.872,1.872,1.872,1.872,1.72,1.0,1.0,1.36,1.36,1.36,1.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,0.0,0.0,0.0,1.872,1.0,1.64,1.0,1.0,1.0,3.16
1219.0,,1.926,1.926,1.926,1.926,1.76,1.0,1.0,1.38,1.38,1.38,1.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,0.0,0.0,0.0,1.926,1.0,1.67,1.0,1.0,1.0,3.28
1220.0,,1.98,1.98,1.98,1.98,1.8,1.0,1.0,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,0.0,0.0,0.0,1.98,1.0,1.7,1.0,1.0,1.0,3.4
1221.0,,2.034,2.034,2.034,2.034,1.84,1.0,1.0,1.42,1.42,1.42,1.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,0.0,0.0,0.0,2.034,1.0,1.72,1.0,1.0,1.0,3.52
1222.0,,2.088,2.088,2.088,2.088,1.88,1.0,1.0,1.44,1.44,1.44,1.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,2.088,1.0,1.74,1.0,1.0,1.0,3.64
1223.0,,2.142,2.142,2.142,2.142,1.92,1.0,1.0,1.46,1.46,1.46,1.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,2.142,1.0,1.76,1.0,1.0,1.0,3.76
1224.0,,2.196,2.196,2.196,2.196,1.96,1.0,1.0,1.48,1.48,1.48,1.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,2.196,1.0,1.78,1.0,1.0,1.0,3.88
1225.0,,2.25,2.25,2.25,2.25,2.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,2.25,1.0,1.8,1.0,1.0,1.0,4.0
1300.0,Carian Sorcery Sword,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1301.0,,1.06,1.06,1.058,1.058,1.04,1.0,1.0,1.02,1.02,1.12,1.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.0,0.0,0.0,1.058,1.0,1.07,1.0,1.0,1.0,1.12
1302.0,,1.12,1.12,1.116,1.116,1.08,1.0,1.0,1.04,1.04,1.24,1.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,0.0,0.0,0.0,1.116,1.0,1.14,1.0,1.0,1.0,1.24
1303.0,,1.18,1.18,1.174,1.174,1.12,1.0,1.0,1.06,1.06,1.36,1.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,0.0,0.0,0.0,1.174,1.0,1.21,1.0,1.0,1.0,1.36
1304.0,,1.24,1.24,1.232,1.232,1.16,1.0,1.0,1.08,1.08,1.48,1.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,0.0,0.0,0.0,1.232,1.0,1.28,1.0,1.0,1.0,1.48
1305.0,,1.3,1.3,1.29,1.29,1.2,1.0,1.0,1.1,1.1,1.6,1.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,0.0,0.0,0.0,1.29,1.0,1.35,1.0,1.0,1.0,1.6
1306.0,,1.36,1.36,1.348,1.348,1.24,1.0,1.0,1.12,1.12,1.72,1.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,0.0,0.0,0.0,1.348,1.0,1.42,1.0,1.0,1.0,1.72
1307.0,,1.42,1.42,1.406,1.406,1.28,1.0,1.0,1.14,1.14,1.84,1.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,0.0,0.0,0.0,1.406,1.0,1.49,1.0,1.0,1.0,1.84
1308.0,,1.48,1.48,1.464,1.464,1.32,1.0,1.0,1.16,1.16,1.96,1.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,0.0,0.0,0.0,1.464,1.0,1.56,1.0,1.0,1.0,1.96
1309.0,,1.54,1.54,1.522,1.522,1.36,1.0,1.0,1.18,1.18,2.08,1.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,1.522,1.0,1.63,1.0,1.0,1.0,2.08
1310.0,,1.6,1.6,1.58,1.58,1.4,1.0,1.0,1.2,1.2,2.2,1.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,1.58,1.0,1.7,1.0,1.0,1.0,2.2
1311.0,,1.625,1.625,1.638,1.638,1.44,1.0,1.0,1.22,1.22,2.32,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,0.0,0.0,0.0,1.638,1.0,1.76,1.0,1.0,1.0,2.32
1312.0,,1.65,1.65,1.696,1.696,1.48,1.0,1.0,1.24,1.24,2.44,1.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,0.0,0.0,0.0,1.696,1.0,1.82,1.0,1.0,1.0,2.44
1313.0,,1.675,1.675,1.754,1.754,1.52,1.0,1.0,1.26,1.26,2.56,1.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.13,0.0,0.0,0.0,1.754,1.0,1.88,1.0,1.0,1.0,2.56
1314.0,,1.7,1.7,1.812,1.812,1.56,1.0,1.0,1.28,1.28,2.68,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.14,0.0,0.0,0.0,1.812,1.0,1.94,1.0,1.0,1.0,2.68
1315.0,,1.725,1.725,1.87,1.87,1.6,1.0,1.0,1.3,1.3,2.8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,0.0,0.0,0.0,1.87,1.0,2.0,1.0,1.0,1.0,2.8
1316.0,,1.75,1.75,1.928,1.928,1.64,1.0,1.0,1.32,1.32,2.92,2.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16,0.0,0.0,0.0,1.928,1.0,2.06,1.0,1.0,1.0,2.92
1317.0,,1.775,1.775,1.986,1.986,1.68,1.0,1.0,1.34,1.34,3.04,2.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16,0.0,0.0,0.0,1.986,1.0,2.12,1.0,1.0,1.0,3.04
1318.0,,1.8,1.8,2.044,2.044,1.72,1.0,1.0,1.36,1.36,3.16,2.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,0.0,0.0,0.0,2.044,1.0,2.18,1.0,1.0,1.0,3.16
1319.0,,1.825,1.825,2.102,2.102,1.76,1.0,1.0,1.38,1.38,3.28,2.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,0.0,0.0,0.0,2.102,1.0,2.24,1.0,1.0,1.0,3.28
1320.0,,1.85,1.85,2.16,2.16,1.8,1.0,1.0,1.4,1.4,3.4,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,0.0,0.0,0.0,2.16,1.0,2.3,1.0,1.0,1.0,3.4
1321.0,,1.86,1.86,2.218,2.218,1.84,1.0,1.0,1.42,1.42,3.58,2.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,0.0,0.0,0.0,2.218,1.0,2.32,1.0,1.0,1.0,3.52
1322.0,,1.87,1.87,2.276,2.276,1.88,1.0,1.0,1.44,1.44,3.76,2.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,0.0,0.0,0.0,2.276,1.0,2.34,1.0,1.0,1.0,3.64
1323.0,,1.88,1.88,2.334,2.334,1.92,1.0,1.0,1.46,1.46,3.94,2.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.19,0.0,0.0,0.0,2.334,1.0,2.36,1.0,1.0,1.0,3.76
1324.0,,1.89,1.89,2.392,2.392,1.96,1.0,1.0,1.48,1.48,4.12,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.19,0.0,0.0,0.0,2.392,1.0,2.38,1.0,1.0,1.0,3.88
1325.0,,1.9,1.9,2.45,2.45,2.0,1.0,1.0,1.5,1.5,4.3,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,2.45,1.0,2.4,1.0,1.0,1.0,4.0
1600.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1601.0,,1.03,1.03,1.03,1.03,1.04,1.0,1.0,1.03,1.03,1.03,1.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.03,1.0,1.03,1.0,1.0,1.0,1.12
1602.0,,1.06,1.06,1.06,1.06,1.08,1.0,1.0,1.06,1.06,1.06,1.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.06,1.0,1.06,1.0,1.0,1.0,1.24
1603.0,,1.09,1.09,1.09,1.09,1.12,1.0,1.0,1.09,1.09,1.09,1.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.09,1.0,1.09,1.0,1.0,1.0,1.36
1604.0,,1.12,1.12,1.12,1.12,1.16,1.0,1.0,1.12,1.12,1.12,1.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,1.0,1.12,1.0,1.0,1.0,1.48
1605.0,,1.15,1.15,1.15,1.15,1.2,1.0,1.0,1.15,1.15,1.15,1.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.15,1.0,1.15,1.0,1.0,1.0,1.6
1606.0,,1.18,1.18,1.18,1.18,1.24,1.0,1.0,1.18,1.18,1.18,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.18,1.0,1.18,1.0,1.0,1.0,1.72
1607.0,,1.21,1.21,1.21,1.21,1.28,1.0,1.0,1.21,1.21,1.21,1.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,1.21,1.0,1.0,1.0,1.84
1608.0,,1.24,1.24,1.24,1.24,1.32,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.24,1.0,1.24,1.0,1.0,1.0,1.96
1609.0,,1.27,1.27,1.27,1.27,1.36,1.0,1.0,1.27,1.27,1.27,1.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.27,1.0,1.27,1.0,1.0,1.0,2.08
1610.0,,1.3,1.3,1.3,1.3,1.4,1.0,1.0,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3,1.0,1.2,1.0,1.0,1.0,2.2
1611.0,,1.33,1.33,1.33,1.33,1.44,1.0,1.0,1.22,1.22,1.22,1.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.22,1.0,1.0,1.0,2.32
1612.0,,1.36,1.36,1.36,1.36,1.48,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.36,1.0,1.24,1.0,1.0,1.0,2.44
1613.0,,1.39,1.39,1.39,1.39,1.52,1.0,1.0,1.26,1.26,1.26,1.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.39,1.0,1.26,1.0,1.0,1.0,2.56
1614.0,,1.42,1.42,1.42,1.42,1.56,1.0,1.0,1.28,1.28,1.28,1.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.42,1.0,1.28,1.0,1.0,1.0,2.68
1615.0,,1.45,1.45,1.45,1.45,1.6,1.0,1.0,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.45,1.0,1.3,1.0,1.0,1.0,2.8
1616.0,,1.48,1.48,1.48,1.48,1.64,1.0,1.0,1.31,1.31,1.31,1.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.48,1.0,1.31,1.0,1.0,1.0,2.92
1617.0,,1.51,1.51,1.51,1.51,1.68,1.0,1.0,1.32,1.32,1.32,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51,1.0,1.32,1.0,1.0,1.0,3.04
1618.0,,1.54,1.54,1.54,1.54,1.72,1.0,1.0,1.33,1.33,1.33,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.54,1.0,1.33,1.0,1.0,1.0,3.16
1619.0,,1.57,1.57,1.57,1.57,1.76,1.0,1.0,1.34,1.34,1.34,1.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.57,1.0,1.34,1.0,1.0,1.0,3.28
1620.0,,1.6,1.6,1.6,1.6,1.8,1.0,1.0,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6,1.0,1.35,1.0,1.0,1.0,3.4
1621.0,,1.63,1.63,1.63,1.63,1.84,1.0,1.0,1.36,1.36,1.36,1.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.63,1.0,1.36,1.0,1.0,1.0,3.52
1622.0,,1.66,1.66,1.66,1.66,1.88,1.0,1.0,1.37,1.37,1.37,1.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.66,1.0,1.37,1.0,1.0,1.0,3.64
1623.0,,1.69,1.69,1.69,1.69,1.92,1.0,1.0,1.38,1.38,1.38,1.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.69,1.0,1.38,1.0,1.0,1.0,3.76
1624.0,,1.72,1.72,1.72,1.72,1.96,1.0,1.0,1.39,1.39,1.39,1.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.72,1.0,1.39,1.0,1.0,1.0,3.88
1625.0,,1.75,1.75,1.75,1.75,2.0,1.0,1.0,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,1.4,1.0,1.0,1.0,4.0
1700.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701.0,,1.03,1.03,1.03,1.03,1.04,1.0,1.0,1.01,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.03,1.0,1.01,1.0,1.0,1.0,1.12
1702.0,,1.06,1.06,1.06,1.06,1.08,1.0,1.0,1.02,1.02,1.02,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.06,1.0,1.02,1.0,1.0,1.0,1.24
1703.0,,1.09,1.09,1.09,1.09,1.12,1.0,1.0,1.03,1.03,1.03,1.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.09,1.0,1.03,1.0,1.0,1.0,1.36
1704.0,,1.12,1.12,1.12,1.12,1.16,1.0,1.0,1.04,1.04,1.04,1.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,1.0,1.04,1.0,1.0,1.0,1.48
1705.0,,1.15,1.15,1.15,1.15,1.2,1.0,1.0,1.05,1.05,1.05,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.15,1.0,1.05,1.0,1.0,1.0,1.6
1706.0,,1.18,1.18,1.18,1.18,1.24,1.0,1.0,1.06,1.06,1.06,1.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.18,1.0,1.06,1.0,1.0,1.0,1.72
1707.0,,1.21,1.21,1.21,1.21,1.28,1.0,1.0,1.07,1.07,1.07,1.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,1.07,1.0,1.0,1.0,1.84
1708.0,,1.24,1.24,1.24,1.24,1.32,1.0,1.0,1.08,1.08,1.08,1.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.24,1.0,1.08,1.0,1.0,1.0,1.96
1709.0,,1.27,1.27,1.27,1.27,1.36,1.0,1.0,1.09,1.09,1.09,1.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.27,1.0,1.09,1.0,1.0,1.0,2.08
1710.0,,1.3,1.3,1.3,1.3,1.4,1.0,1.0,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3,1.0,1.1,1.0,1.0,1.0,2.2
1711.0,,1.33,1.33,1.33,1.33,1.44,1.0,1.0,1.11,1.11,1.11,1.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.11,1.0,1.0,1.0,2.32
1712.0,,1.36,1.36,1.36,1.36,1.48,1.0,1.0,1.12,1.12,1.12,1.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.36,1.0,1.12,1.0,1.0,1.0,2.44
1713.0,,1.39,1.39,1.39,1.39,1.52,1.0,1.0,1.13,1.13,1.13,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.39,1.0,1.13,1.0,1.0,1.0,2.56
1714.0,,1.42,1.42,1.42,1.42,1.56,1.0,1.0,1.14,1.14,1.14,1.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.42,1.0,1.14,1.0,1.0,1.0,2.68
1715.0,,1.45,1.45,1.45,1.45,1.6,1.0,1.0,1.15,1.15,1.15,1.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.45,1.0,1.15,1.0,1.0,1.0,2.8
1716.0,,1.48,1.48,1.48,1.48,1.64,1.0,1.0,1.16,1.16,1.16,1.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.48,1.0,1.16,1.0,1.0,1.0,2.92
1717.0,,1.51,1.51,1.51,1.51,1.68,1.0,1.0,1.17,1.17,1.17,1.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51,1.0,1.17,1.0,1.0,1.0,3.04
1718.0,,1.54,1.54,1.54,1.54,1.72,1.0,1.0,1.18,1.18,1.18,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.54,1.0,1.18,1.0,1.0,1.0,3.16
1719.0,,1.57,1.57,1.57,1.57,1.76,1.0,1.0,1.19,1.19,1.19,1.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.57,1.0,1.19,1.0,1.0,1.0,3.28
1720.0,,1.6,1.6,1.6,1.6,1.8,1.0,1.0,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6,1.0,1.2,1.0,1.0,1.0,3.4
1721.0,,1.63,1.63,1.63,1.63,1.84,1.0,1.0,1.21,1.21,1.21,1.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.63,1.0,1.21,1.0,1.0,1.0,3.52
1722.0,,1.66,1.66,1.66,1.66,1.88,1.0,1.0,1.22,1.22,1.22,1.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.66,1.0,1.22,1.0,1.0,1.0,3.64
1723.0,,1.69,1.69,1.69,1.69,1.92,1.0,1.0,1.23,1.23,1.23,1.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.69,1.0,1.23,1.0,1.0,1.0,3.76
1724.0,,1.72,1.72,1.72,1.72,1.96,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.72,1.0,1.24,1.0,1.0,1.0,3.88
1725.0,,1.75,1.75,1.75,1.75,2.0,1.0,1.0,1.25,1.25,1.25,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,1.25,1.0,1.0,1.0,4.0
1800.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1801.0,,1.03,1.03,1.03,1.03,1.04,1.0,1.0,1.03,1.03,1.03,1.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.03,1.0,1.03,1.0,1.0,1.0,1.12
1802.0,,1.06,1.06,1.06,1.06,1.08,1.0,1.0,1.06,1.06,1.06,1.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.06,1.0,1.06,1.0,1.0,1.0,1.24
1803.0,,1.09,1.09,1.09,1.09,1.12,1.0,1.0,1.09,1.09,1.09,1.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.09,1.0,1.09,1.0,1.0,1.0,1.36
1804.0,,1.12,1.12,1.12,1.12,1.16,1.0,1.0,1.12,1.12,1.12,1.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,1.0,1.12,1.0,1.0,1.0,1.48
1805.0,,1.15,1.15,1.15,1.15,1.2,1.0,1.0,1.15,1.15,1.15,1.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.15,1.0,1.15,1.0,1.0,1.0,1.6
1806.0,,1.18,1.18,1.18,1.18,1.24,1.0,1.0,1.18,1.18,1.18,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.18,1.0,1.18,1.0,1.0,1.0,1.72
1807.0,,1.21,1.21,1.21,1.21,1.28,1.0,1.0,1.21,1.21,1.21,1.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,1.21,1.0,1.0,1.0,1.84
1808.0,,1.24,1.24,1.24,1.24,1.32,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.24,1.0,1.24,1.0,1.0,1.0,1.96
