Type,Name,ID,AtkID,Display Name,slotLength,mp,mp_charge,stamina,stamina_charge,requirementIntellect,requirementFaith,requirementLuck,weapon buff speffect,PhysAtk,MagicAtk,FireAtk,LtngAtk,HolyAtk,heal speffect,Heal Add,Only Uses Int,Only Uses Faith,No Scale,UseDurationMult,miscSpEffect1,miscSpEffect2,miscSpEffect3,miscSpEffect4,durationSpEffect,bulletLifeId,bulletRange,miscBullet,hitRadius,hitRadiusMax,Effect,Duration,Radius,isExtendSpEffectLife,statusSpEffectId1,statusSpEffectId2,statusSpEffectId1Scale,statusSpEffectId2Scale,Status Effect,Magic Category ID 1,Magic Category ID 2,Category Name 1,Category Name 2,MagicCategoryCombined,Catalyst 1,Catalyst 2,Multiplier1,Multiplier2,Catalyst + Multiplier 1,Catalyst + Multiplier 2,Atk Category 1,Atk Category 2, Atk Category 3,Atk Category 4,AtkCategoryCombined,stamina cost,Status Type,Status Buildup,Status Buildup1,Status Buildup2
Sorcery,Fleeting Microcosm,2007410.0,210741051.0,Fleeting Microcosm - Charged,1.0,26.0,26.0,35.0,46.0,42.0,0.0,0.0,,0.0,271.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210741056.0,,6.0,-1.0,,,6.0,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,Charged Spell,,,Finger & Charged Spell,46.0,,,,
Sorcery,Cherishing Fingers,2007420.0,210742000.0,Cherishing Fingers,1.0,20.0,20.0,20.0,26.0,36.0,0.0,0.0,,253.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210742006.0,,2.8,-1.0,,,2.8,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,,,,Finger,20.0,,,,
Sorcery,Cherishing Fingers,2007420.0,210742050.0,Cherishing Fingers - Charged,1.0,20.0,20.0,20.0,26.0,36.0,0.0,0.0,,347.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210742056.0,,3.2,-1.0,,,3.2,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,Charged Spell,,,Finger & Charged Spell,26.0,,,,
Sorcery,Oracle Bubbles,5100.0,51000.0,Oracle Bubbles,1.0,12.0,12.0,18.0,23.0,19.0,0.0,15.0,,0.0,54.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,18.0,,,,
Sorcery,Oracle Bubbles,5100.0,51005.0,Oracle Bubbles - Charged,1.0,12.0,12.0,18.0,23.0,19.0,0.0,15.0,,0.0,65.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,23.0,,,,
Sorcery,Great Oracular Bubble,5110.0,51010.0,Great Oracular Bubble,1.0,16.0,16.0,27.0,35.0,25.0,0.0,18.0,,0.0,298.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,27.0,,,,
Sorcery,Great Oracular Bubble,5110.0,51015.0,Great Oracular Bubble - Charged,1.0,16.0,16.0,27.0,35.0,25.0,0.0,18.0,,0.0,355.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,35.0,,,,
Sorcery,Briars of Sin,4900.0,49000.0,Briars of Sin,1.0,6.0,0.0,26.0,0.0,0.0,24.0,0.0,,0.0,200.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1490000.0,1490001.0,,,,,10490000.0,,0.5,2.5,Damages caster for 80 HP and applies 30 bleed buildup,,2.5,,1490010.0,,TRUE,,Target loses ⌊MaxHP * 0.15⌋ + 100 HP on proc,9.0,0.0,Thorn / Aberrant,,Thorn / Aberrant,Staff of the Guilty,,1.2,,Staff of the Guilty; 1.2x,,,,,,,26.0,Bleed,95.0,95.0,
Sorcery,Briars of Sin,4900.0,49001.0,Briars of Sin,1.0,6.0,0.0,26.0,0.0,0.0,24.0,0.0,,0.0,232.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1490000.0,1490001.0,,,,,10490001.0,,0.5,3.5,Damages caster for 80 HP and applies 30 bleed buildup,,3.5,,1490010.0,,TRUE,,Target loses ⌊MaxHP * 0.15⌋ + 100 HP on proc,9.0,0.0,Thorn / Aberrant,,Thorn / Aberrant,Staff of the Guilty,,1.2,,Staff of the Guilty; 1.2x,,,,,,,26.0,Bleed,95.0,95.0,
Sorcery,Briars of Sin,4900.0,49002.0,Briars of Sin,1.0,6.0,0.0,26.0,0.0,0.0,24.0,0.0,,0.0,233.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1490000.0,1490001.0,,,,,10490002.0,,0.5,4.5,Damages caster for 80 HP and applies 30 bleed buildup,,4.5,,1490010.0,,TRUE,,Target loses ⌊MaxHP * 0.15⌋ + 100 HP on proc,9.0,0.0,Thorn / Aberrant,,Thorn / Aberrant,Staff of the Guilty,,1.2,,Staff of the Guilty; 1.2x,,,,,,,26.0,Bleed,95.0,95.0,
Sorcery,Briars of Punishment,4910.0,49100.0,Briars of Punishment,1.0,9.0,0.0,22.0,0.0,0.0,21.0,0.0,,0.0,212.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1491000.0,1491001.0,,,,,,,,,Damages caster for 50 HP and applies 25 bleed buildup,,,,1491010.0,,TRUE,,Target loses ⌊MaxHP * 0.15⌋ + 100 HP on proc,9.0,0.0,Thorn / Aberrant,,Thorn / Aberrant,Staff of the Guilty,,1.2,,Staff of the Guilty; 1.2x,,,,,,,22.0,Bleed,72.0,72.0,
Sorcery,Mantle of Thorns,2004900.0,,Mantle of Thorns,1.0,9.0,0.0,22.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,21490000.0,21490001.0,21490002.0,21490003.0,21490000.0,,,,,,Adds 87 physical attack power to rolling; damages caster for 50 HP and applies 25 bleed buildup,30.0,,TRUE,,,,,,9.0,0.0,Thorn / Aberrant,,Thorn / Aberrant,Staff of the Guilty,,1.2,,Staff of the Guilty; 1.2x,,,,,,,22.0,,,,
Sorcery,Impenetrable Thorns,2004910.0,210491000.0,Impenetrable Thorns,1.0,15.0,0.0,22.0,0.0,0.0,24.0,0.0,,0.0,63.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,21491000.0,21491001.0,,,,,,210491007.0,,,Damages caster for 50 HP and applies 25 bleed buildup; each thorn tendril hits 3 times,,,,21491010.0,,TRUE,,Target loses ⌊MaxHP * 0.15⌋ + 100 HP on proc,9.0,0.0,Thorn / Aberrant,,Thorn / Aberrant,Staff of the Guilty,,1.2,,Staff of the Guilty; 1.2x,,Thorn / Aberrant,,,,Thorn / Aberrant,22.0,Bleed,17.0,17.0,
Sorcery,Rancorcall,5000.0,50000.0,Rancorcall,1.0,12.0,12.0,21.0,27.0,16.0,14.0,0.0,,0.0,54.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,,,,,,21.0,,,,
Sorcery,Rancorcall,5000.0,50005.0,Rancorcall - Charged,1.0,12.0,12.0,21.0,27.0,16.0,14.0,0.0,,0.0,57.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,Charged Spell,,,,Charged Spell,27.0,,,,
Sorcery,Ancient Death Rancor,5001.0,50011.0,Ancient Death Rancor,1.0,21.0,21.0,27.0,35.0,34.0,24.0,0.0,,0.0,49.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,,,,,,27.0,,,,
Sorcery,Ancient Death Rancor,5001.0,50016.0,Ancient Death Rancor - Charged,1.0,21.0,21.0,27.0,35.0,34.0,24.0,0.0,,0.0,52.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,Charged Spell,,,,Charged Spell,35.0,,,,
Sorcery,Rings of Spectral Light,2005000.0,210500000.0,Rings of Spectral Light,1.0,14.0,14.0,21.0,27.0,24.0,18.0,0.0,,0.0,53.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,21500000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,17.0,0.0,Spectral Light,,Spectral Light,,,,,,,Death,,,,Death,21.0,Frost,19.0,19.0,
Sorcery,Rings of Spectral Light,2005000.0,210500050.0,Rings of Spectral Light - Charged,1.0,14.0,14.0,21.0,27.0,24.0,18.0,0.0,,0.0,63.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,21500000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,17.0,0.0,Spectral Light,,Spectral Light,,,,,,,Death,Charged Spell,,,Death & Charged Spell,27.0,Frost,19.0,19.0,
Sorcery,Explosive Ghostflame,5010.0,50100.0,Explosive Ghostflame,1.0,29.0,0.0,45.0,0.0,42.0,30.0,0.0,,0.0,312.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10501000.0,,4.0,6.0,,,6.0,,1501000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,,,,,,45.0,Frost,130.0,130.0,
Sorcery,Explosive Ghostflame,5010.0,50101.0,Explosive Ghostflame,1.0,29.0,0.0,45.0,0.0,42.0,30.0,0.0,,0.0,60.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10501020.0,,1.45,-1.0,,,1.45,,1501001.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,,,,,,45.0,Frost,38.0,38.0,
Sorcery,Fia's Mist,5020.0,50200.0,Fia's Mist,1.0,25.0,25.0,13.0,17.0,23.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10502001.0,10502001.0,,0.5,2.8,Creates a mist that applies death to targets within range; the 20 death ticks 2.5/s for 6 seconds (15 total ticks),5.0,2.8,FALSE,1502000.0,,FALSE,,Target dies on proc; only works on player-model entities,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,,,,,,13.0,Death,20.0,20.0,
Sorcery,Fia's Mist,5020.0,50205.0,Fia's Mist - Charged,1.0,25.0,25.0,13.0,17.0,23.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10502051.0,10502051.0,,0.5,5.0,Creates a mist that applies death to targets within range; the 20 death ticks 2.5/s for 6 seconds (15 total ticks),5.0,5.0,FALSE,1502000.0,,FALSE,,Target dies on proc; only works on player-model entities,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,Charged Spell,,,,Charged Spell,17.0,Death,20.0,20.0,
Sorcery,Tibia's Summons,5030.0,50300.0,Tibia's Summons,1.0,17.0,0.0,27.0,0.0,28.0,20.0,0.0,,0.0,125.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,10.0,0.0,Death,,Death,Prince of Death's Staff,,1.1,,Prince of Death's Staff; 1.1x,,,,,,,27.0,,,,
Sorcery,Mass of Putrescence,2006210.0,210621000.0,Mass of Putrescence,1.0,41.0,41.0,42.0,55.0,28.0,22.0,0.0,,0.0,80.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,21621000.0,,,,,,,,,,,,,,21621000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,0.0,0.0,,,,,,,,,,,,,,,42.0,Frost,40.0,40.0,
Sorcery,Mass of Putrescence,2006210.0,210621001.0,Mass of Putrescence,1.0,41.0,41.0,42.0,55.0,28.0,22.0,0.0,,0.0,200.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,21621001.0,,,,,,,,,,,,,,21621001.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,0.0,0.0,,,,,,,,,,,,,,,42.0,Frost,120.0,120.0,
Sorcery,Mass of Putrescence,2006210.0,210621050.0,Mass of Putrescence - Charged,1.0,41.0,41.0,42.0,55.0,28.0,22.0,0.0,,0.0,100.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,21621002.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,55.0,Frost,50.0,50.0,
Sorcery,Mass of Putrescence,2006210.0,210621051.0,Mass of Putrescence - Charged,1.0,41.0,41.0,42.0,55.0,28.0,22.0,0.0,,0.0,300.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,21621003.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,55.0,Frost,150.0,150.0,
Sorcery,Vortex of Putrescence,2006200.0,210620000.0,Vortex of Putrescence,2.0,29.0,29.0,45.0,59.0,32.0,26.0,0.0,,0.0,328.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,21620000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 10 seconds,0.0,0.0,,,,,,,,,,,,,,,45.0,Frost,170.0,170.0,
Incantation,Urgent Heal,6420.0,64200.0,Urgent Heal,1.0,16.0,0.0,30.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642000.0,-115.0,FALSE,TRUE,FALSE,FALSE,1642000.0,,,,,,,,,,Heals caster for 1.15x spell buff (only uses faith scaling),,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,30.0,,,,
Incantation,Heal,6421.0,64210.0,Heal - Self,1.0,32.0,0.0,35.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642100.0,-230.0,FALSE,TRUE,FALSE,FALSE,1642100.0,,,,,,,,,,Heals caster for 2.3x spell buff (only uses faith scaling),,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,35.0,,,,
Incantation,Heal,6421.0,64211.0,Heal - Ally,1.0,32.0,0.0,35.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642101.0,-115.0,FALSE,TRUE,FALSE,FALSE,1642101.0,,,,,,10642101.0,,6.0,-1.0,Heals friendly targets in range for 1.15x spell buff (only uses faith scaling),,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,35.0,,,,
Incantation,Heal,6421.0,64211.0,Heal - Those Who Live in Death,1.0,32.0,0.0,35.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,474.0,,,,,,10642101.0,,6.0,-1.0,Damages Those Who Live in Death for ⌊MaxHP * 0.5⌋ + 300 HP,,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,35.0,,,,
Incantation,Great Heal,6422.0,64220.0,Great Heal - Self,1.0,45.0,0.0,40.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642200.0,-364.0,FALSE,TRUE,FALSE,FALSE,1642200.0,,,,,,,,,,Heals caster for 3.64x spell buff (only uses faith scaling),,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,40.0,,,,
Incantation,Great Heal,6422.0,64221.0,Great Heal - Ally,1.0,45.0,0.0,40.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642201.0,-207.0,FALSE,TRUE,FALSE,FALSE,1642201.0,,,,,,10642201.0,,6.0,-1.0,Heals friendly targets in range for 2.07x spell buff (only uses faith scaling),,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,40.0,,,,
Incantation,Great Heal,6422.0,64221.0,Great Heal - Those Who Live in Death,1.0,45.0,0.0,40.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,474.0,,,,,,10642201.0,,6.0,-1.0,Damages Those Who Live in Death for ⌊MaxHP * 0.5⌋ + 300 HP,,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,40.0,,,,
Incantation,Lord's Heal,6423.0,64230.0,Lord's Heal - Self,1.0,55.0,0.0,45.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642300.0,-420.0,FALSE,TRUE,FALSE,FALSE,1642300.0,,,,,,,,,,Heals caster for 4.2x spell buff (only uses faith scaling),,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,45.0,,,,
Incantation,Lord's Heal,6423.0,64231.0,Lord's Heal - Ally,1.0,55.0,0.0,45.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,1642301.0,-210.0,FALSE,TRUE,FALSE,FALSE,1642301.0,,,,,,10642301.0,,6.0,-1.0,Heals friendly targets in range for 2.1x spell buff (only uses faith scaling),,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,45.0,,,,
Incantation,Lord's Heal,6423.0,64231.0,Lord's Heal - Those Who Live in Death,1.0,55.0,0.0,45.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,474.0,,,,,,10642301.0,,6.0,-1.0,Damages Those Who Live in Death for ⌊MaxHP * 0.5⌋ + 300 HP,,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,45.0,,,,
Incantation,Cure Poison,6440.0,64400.0,Cure Poison,1.0,7.0,0.0,10.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Removes any buildup for and cures poison,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10.0,,,,
Incantation,Lord's Aid,6441.0,64410.0,Lord's Aid,1.0,12.0,0.0,10.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10644110.0,,6.0,-1.0,"Removes any buildup for and cures poison, bleed, and sleep for caster and allies in range",,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10.0,,,,
Incantation,Magic Fortification,6460.0,,Magic Fortification,1.0,20.0,0.0,13.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1646000.0,,,,1646000.0,,,,,,Increases magic damage negation by 35% (10% in PvP),90.0,,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,
Incantation,Flame Fortification,6450.0,,Flame Fortification,1.0,20.0,0.0,13.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1645000.0,,,,1645000.0,,,,,,Increases fire damage negation by 35% (10% in PvP),90.0,,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,
Incantation,Lightning Fortification,6470.0,,Lightning Fortification,1.0,20.0,0.0,13.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1647000.0,,,,1647000.0,,,,,,Increases lightning damage negation by 35% (10% in PvP),90.0,,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,
Incantation,Divine Fortification,6480.0,,Divine Fortification,1.0,20.0,0.0,13.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1648000.0,,,,1648000.0,,,,,,Increases holy damage negation by 35% (10% in PvP),90.0,,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,
Incantation,Lord's Divine Fortification,6490.0,,Lord's Divine Fortification,1.0,30.0,0.0,20.0,0.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1649000.0,,,,1649000.0,,10649001.0,,6.0,-1.0,Increases holy damage negation by 60% (20% in PvP) for caster and allies in range,70.0,6.0,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,20.0,,,,
Incantation,Rejection,6400.0,64000.0,Rejection,1.0,9.0,9.0,24.0,31.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10640000.0,,1.0,2.0,,,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,24.0,,,,
Incantation,Rejection,6400.0,64005.0,Rejection - Charged,1.0,9.0,9.0,24.0,31.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10640050.0,,2.0,4.0,,,4.0,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,31.0,,,,
Incantation,Shadow Bait,6520.0,65200.0,Shadow Bait,1.0,15.0,0.0,14.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,14.0,,,,
Incantation,Shadow Bait,6520.0,65201.0,Shadow Bait,1.0,15.0,0.0,14.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10652001.0,10652001.0,,15.0,-1.0,,3.0,15.0,FALSE,,,,,,0.0,0.0,,,,,,,,,,,,,,,14.0,,,,
Incantation,Darkness,6530.0,65300.0,Darkness,1.0,24.0,0.0,24.0,0.0,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,24.0,,,,
Incantation,Darkness,6530.0,65301.0,Darkness,1.0,24.0,0.0,24.0,0.0,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1653001.0,,,,1653001.0,,10653001.0,,1.0,5.0,Blinds target,7.0,5.0,FALSE,,,,,,0.0,0.0,,,,,,,,,,,,,,,24.0,,,,
Incantation,Assassin's Approach,6510.0,65101.0,Assassin's Approach,1.0,15.0,0.0,13.0,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1651000.0,1651001.0,1651002.0,,1651000.0,,,,,,Makes caster transparent and makes footsteps silent,30.0,,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,
Incantation,Golden Vow,6600.0,66000.0,Golden Vow,1.0,47.0,0.0,50.0,0.0,0.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1660000.0,,,,1660000.0,,10660000.0,,6.0,-1.0,1.15x damage and increases damage negation by 10% (1.075x and 5% in PvP) for caster and allies in range,80.0,6.0,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,50.0,,,,
Incantation,Barrier of Gold,6330.0,63300.0,Barrier of Gold,1.0,30.0,0.0,13.0,0.0,0.0,24.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1633000.0,,,,1633000.0,,10633001.0,,6.0,-1.0,Increases magic damage negation by 60% (20% in PvP) for caster and allies in range,70.0,6.0,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,13.0,,,,
Incantation,Golden Lightning Fortification,7903.0,79030.0,Golden Lightning Fortification,1.0,30.0,0.0,20.0,0.0,0.0,24.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1790300.0,,,,1790300.0,,10790301.0,,6.0,-1.0,Increases lightning damage negation by 60% (20% in PvP) for caster and allies in range,70.0,6.0,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,20.0,,,,
Incantation,Protection of the Erdtree,6340.0,63400.0,Protection of the Erdtree,1.0,30.0,0.0,50.0,0.0,0.0,35.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,1634000.0,,,,1634000.0,,10634001.0,,6.0,-1.0,Increases elemental damage negation by 30% (10% in PvP) for caster and allies in range,70.0,6.0,TRUE,,,,,,0.0,0.0,,,,,,,,,,,,,,,50.0,,,,
Incantation,Wrath of Gold,6410.0,64100.0,Wrath of Gold,1.0,40.0,40.0,44.0,57.0,0.0,32.0,0.0,,0.0,0.0,0.0,0.0,350.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10641000.0,,2.0,4.0,,,4.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,44.0,,,,
Incantation,Wrath of Gold,6410.0,64105.0,Wrath of Gold - Charged,1.0,40.0,40.0,44.0,57.0,0.0,32.0,0.0,,0.0,0.0,0.0,0.0,420.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10641050.0,,3.0,5.0,,,5.0,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,57.0,,,,
Incantation,Wrath from Afar,2006690.0,210669000.0,Wrath from Afar,1.0,18.0,18.0,24.0,31.0,0.0,34.0,0.0,,0.0,0.0,0.0,0.0,100.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210669001.0,,2.0,-1.0,,,2.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,24.0,,,,
Incantation,Wrath from Afar,2006690.0,210669050.0,Wrath from Afar,1.0,18.0,18.0,24.0,31.0,0.0,34.0,0.0,,0.0,0.0,0.0,0.0,120.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210669051.0,,3.0,-1.0,,,3.0,,,,,,,0.0,0.0,,,,,,,,,,Charged Spell,,,,Charged Spell,24.0,,,,
Incantation,Heal from Afar,2006400.0,210640001.0,Heal from Afar - Self,1.0,45.0,0.0,40.0,0.0,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,21640000.0,-420.0,FALSE,TRUE,FALSE,FALSE,21640000.0,,,,,,210640001.0,,6.0,-1.0,Heals caster for 4.2x spell buff (only uses faith scaling),,6.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,40.0,,,,
