SkillFamily,Hit,UniqueWeapon,PhysMv,MagicMv,FireMv,LtngMv,HolyMv,StatusMv,PoiseMv,StaminaCost,AtkPhys,AtkMag,AtkFire,AtkLtng,AtkHoly,AddBaseAtk,OverwriteScaling,LackingFp
Spinning Chain,Spinning Chain - R2 [2] (Lacking FP),(Nightrider / Chainlink) Flail,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Familial Rancor,Familial Rancor - Bullet,Family Heads,0.0,200.0,0.0,0.0,0.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Familial Rancor,Familial Rancor - Bullet,Family Heads,0.0,200.0,0.0,0.0,0.0,100.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Familial Rancor,Familial Rancor - Bullet,Family Heads,0.0,135.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Familial Rancor,Familial Rancor - Bullet,Family Heads,0.0,135.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Familial Rancor,Familial Rancor - Bullet,Family Heads,0.0,145.0,0.0,0.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Familial Rancor,Familial Rancor - Bullet,Family Heads,0.0,145.0,0.0,0.0,0.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
"Flare, O Serpent R2","Flare, O Serpent R2 - Bullet",Serpent Flail,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,-,0.0
"Flare, O Serpent Charged R2","Flare, O Serpent Charged R2 - Bullet",Serpent Flail,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,1.0,-,0.0
"Flare, O Serpent Running R2","Flare, O Serpent Running R2 - Bullet",Serpent Flail,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,-,0.0
"Flare, O Serpent Jumping R2","Flare, O Serpent Jumping R2 - Bullet",Serpent Flail,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,-,0.0
Nebula,Nebula,Bastard's Stars,154.0,154.0,154.0,154.0,154.0,100.0,150.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Nebula,Nebula - Bullet,Bastard's Stars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,1.0,-,0.0
Nebula,Nebula (Lacking FP),Bastard's Stars,80.0,80.0,80.0,80.0,80.0,100.0,150.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Bubble Shower,Bubble Shower - Bullet,Envoy's Long Horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0,1.0,-,0.0
Bubble Shower,Bubble Shower - Bullet,Envoy's Long Horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,-,0.0
Bubble Shower,Bubble Shower - Bullet,Envoy's Long Horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,10.0,10.0,10.0,10.0,10.0,100.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,10.0,10.0,10.0,10.0,10.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,10.0,10.0,10.0,10.0,10.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith - Bullet,Cranial Vessel Candlestand,0.0,0.0,0.0,0.0,0.0,100.0,150.0,52.0,0.0,0.0,230.0,0.0,0.0,1.0,-,0.0
Surge of Faith,Surge of Faith - Bullet,Cranial Vessel Candlestand,0.0,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,-,0.0
Surge of Faith,Surge of Faith - Bullet,Cranial Vessel Candlestand,0.0,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,-,0.0
Surge of Faith,Surge of Faith - Bullet,Cranial Vessel Candlestand,0.0,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,-,0.0
Surge of Faith,Surge of Faith - Bullet,Cranial Vessel Candlestand,0.0,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,-,0.0
Surge of Faith,Surge of Faith - Bullet,Cranial Vessel Candlestand,0.0,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,110.0,110.0,110.0,110.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,90.0,90.0,90.0,90.0,90.0,100.0,90.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,90.0,110.0,110.0,110.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,110.0,110.0,110.0,110.0,110.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Surge of Faith,Surge of Faith,Cranial Vessel Candlestand,90.0,90.0,90.0,90.0,90.0,100.0,90.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Beastclaw,Regal Beastclaw,Beastclaw Greathammer,80.0,80.0,80.0,80.0,80.0,100.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Beastclaw,Regal Beastclaw - Bullet,Beastclaw Greathammer,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Regal Beastclaw,Regal Beastclaw (Lacking FP),Beastclaw Greathammer,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Devourer of Worlds,Devourer of Worlds - Bullet,Devourer's Scepter,0.0,0.0,200.0,0.0,0.0,100.0,185.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devourer of Worlds,Devourer of Worlds (Lacking FP),Devourer's Scepter,100.0,100.0,100.0,100.0,100.0,100.0,150.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Sorcery of the Crozier,Sorcery of the Crozier - Bullet,Watchdog's Staff,0.0,0.0,0.0,0.0,0.0,100.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sorcery of the Crozier,Sorcery of the Crozier - Bullet,Watchdog's Staff,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,-,0.0
Sorcery of the Crozier,Sorcery of the Crozier (Lacking FP),Watchdog's Staff,0.0,0.0,0.0,0.0,0.0,100.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Erdtree Slam,Erdtree Slam - Tush,Staff of the Avatar / Rotten Staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0.0,0.0,0.0,142.0,1.0,-,0.0
Erdtree Slam,Erdtree Slam - ?,Staff of the Avatar / Rotten Staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Erdtree Slam,Erdtree Slam - Shockwave,Staff of the Avatar / Rotten Staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,120.0,1.0,-,0.0
Erdtree Slam,Erdtree Slam - Tush (Lacking FP),Staff of the Avatar / Rotten Staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,120.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Erdtree Slam,Erdtree Slam - Shockwave (Lacking FP),Staff of the Avatar / Rotten Staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Great Oracular Bubble,Great Oracular Bubble - Bullet,Envoy's Greathorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,315.0,1.0,-,0.0
Great Oracular Bubble,Great Oracular Bubble - Bullet AoE,Envoy's Greathorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,1.0,-,0.0
Spinning Wheel,Spinning Wheel,Ghiza's Wheel,30.0,30.0,30.0,30.0,30.0,30.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Wheel,Spinning Wheel,Ghiza's Wheel,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Wheel,Spinning Wheel,Ghiza's Wheel,30.0,30.0,30.0,30.0,30.0,30.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Wheel,Spinning Wheel,Ghiza's Wheel,30.0,30.0,30.0,30.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Wheel,Spinning Wheel (Lacking FP),Ghiza's Wheel,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Wheel,Spinning Wheel (Lacking FP),Ghiza's Wheel,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Wheel,Spinning Wheel (Lacking FP),Ghiza's Wheel,10.0,10.0,10.0,10.0,10.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Wheel,Spinning Wheel (Lacking FP),Ghiza's Wheel,10.0,10.0,10.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Gravity Bolt,Gravity Bolt,Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Gravity Bolt,Gravity Bolt - Bullet,Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,50.0,0.0,0.0,0.0,1.0,-,0.0
Gravity Bolt,Gravity Bolt - Bullet,Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Gravity Bolt,Gravity Bolt - Bullet,Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Gravity Bolt,Gravity Bolt - Bullet,Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Gravity Bolt,Gravity Bolt - Bullet,Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,1.0,-,0.0
Gravity Bolt,Gravity Bolt (Lacking FP),Fallingstar Beast Jaw,70.0,70.0,70.0,70.0,70.0,100.0,50.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Gravity Bolt,Gravity Bolt (Lacking FP),Fallingstar Beast Jaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Gravity Bolt,Gravity Bolt (Lacking FP),Fallingstar Beast Jaw,70.0,70.0,70.0,70.0,70.0,100.0,50.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Smithing Art Spears,Smithing Art Spears,Anvil Hammer,90.0,90.0,90.0,90.0,90.0,100.0,200.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Smithing Art Spears,Smithing Art Spears - Bullet [1],Anvil Hammer,128.0,128.0,128.0,128.0,128.0,100.0,400.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Smithing Art Spears,Smithing Art Spears - Bullet [2],Anvil Hammer,50.0,50.0,50.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Smithing Art Spears,Smithing Art Spears (Lacking FP),Anvil Hammer,50.0,50.0,50.0,50.0,50.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Devonia's Vortex,Devonia's Vortex,Devonia's Hammer,50.0,50.0,50.0,50.0,50.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devonia's Vortex,Devonia's Vortex - Bullet,Devonia's Hammer,50.0,50.0,50.0,50.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devonia's Vortex,Devonia's Vortex - Bullet (2x),Devonia's Hammer,160.0,160.0,160.0,160.0,160.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devonia's Vortex Charged,Devonia's Vortex Charged,Devonia's Hammer,65.0,65.0,65.0,65.0,65.0,100.0,100.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devonia's Vortex Charged,Devonia's Vortex Charged - Bullet (2x),Devonia's Hammer,65.0,65.0,65.0,65.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devonia's Vortex Charged,Devonia's Vortex Charged - Bullet (2x),Devonia's Hammer,200.0,200.0,200.0,200.0,200.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Devonia's Vortex,Devonia's Vortex (Lacking FP),Devonia's Hammer,90.0,90.0,90.0,90.0,90.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Devonia's Vortex Charged,Devonia's Vortex Charged  (Lacking FP),Devonia's Hammer,120.0,120.0,120.0,120.0,120.0,100.0,100.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Regal Roar,Regal Roar [1] - Bullet (Roar AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar,Regal Roar [2] - Bullet (Slam AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar,Regal Roar [2] - Bullet [Hit] (Slam AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar,Regal Roar [2] - Bullet [Hit] (Slam AoE),Axe of Godfrey,210.0,210.0,210.0,210.0,210.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar,Regal Roar [2] - Bullet (Slam AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar R2,Regal Roar R2 #1 - Bullet (Stomp AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar R2,Regal Roar R2 #1 - Bullet [Hit] (Stomp AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar R2,Regal Roar R2 #1 - Bullet [Hit] (Stomp AoE),Axe of Godfrey,80.0,80.0,80.0,80.0,80.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar R2,Regal Roar R2 #1 - Bullet (Stomp AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar R2,Regal Roar R2 #1,Axe of Godfrey,100.0,100.0,100.0,100.0,100.0,0.0,200.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #1 - Bullet (Stomp AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #1 - Bullet [Hit] (Stomp AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #1 - Bullet [Hit] (Stomp AoE),Axe of Godfrey,90.0,90.0,90.0,90.0,90.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #1 - Bullet (Stomp AoE),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #1,Axe of Godfrey,110.0,110.0,110.0,110.0,110.0,0.0,300.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar R2,Regal Roar R2 #2,Axe of Godfrey,165.0,165.0,165.0,165.0,165.0,0.0,200.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #2 - Scraping,Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #2 - Scraping (Tick 4x),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #2 - Scraping (Final Tick),Axe of Godfrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar Charged R2,Regal Roar Charged R2 #2,Axe of Godfrey,190.0,190.0,190.0,190.0,190.0,0.0,300.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar ?,Regal Roar ?,Axe of Godfrey,140.0,140.0,140.0,140.0,140.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Regal Roar,Regal Roar (Lacking FP),Axe of Godfrey,120.0,120.0,120.0,120.0,120.0,100.0,120.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #1,Shadow Sunflower Blossom,201.0,201.0,201.0,201.0,201.0,100.0,280.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #1 (AoE),Shadow Sunflower Blossom,201.0,201.0,201.0,201.0,201.0,100.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #2 [1],Shadow Sunflower Blossom,90.0,90.0,90.0,90.0,90.0,100.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #2 [1] (AoE),Shadow Sunflower Blossom,90.0,90.0,90.0,90.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #2 [2],Shadow Sunflower Blossom,92.0,92.0,92.0,92.0,92.0,100.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #2 [2] (AoE),Shadow Sunflower Blossom,92.0,92.0,92.0,92.0,92.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #3,Shadow Sunflower Blossom,210.0,210.0,210.0,210.0,210.0,100.0,400.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #3 (AoE),Shadow Sunflower Blossom,210.0,210.0,210.0,210.0,210.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #1 (Lacking FP),Shadow Sunflower Blossom,50.0,50.0,50.0,50.0,50.0,100.0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #2 [1] (Lacking FP),Shadow Sunflower Blossom,50.0,50.0,50.0,50.0,50.0,100.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #2 [2] (Lacking FP),Shadow Sunflower Blossom,50.0,50.0,50.0,50.0,50.0,100.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Shadow Sunflower Headbutt,Shadow Sunflower Headbutt #3 (Lacking FP),Shadow Sunflower Blossom,50.0,50.0,50.0,50.0,50.0,100.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Kowtower's Resentment,Kowtower's Resentment [1],Gazing Finger,80.0,80.0,80.0,80.0,80.0,100.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Kowtower's Resentment,Kowtower's Resentment [2],Gazing Finger,87.0,87.0,87.0,87.0,87.0,100.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Kowtower's Resentment,Kowtower's Resentment - Bullet,Gazing Finger,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,320.0,1.0,-,0.0
Kowtower's Resentment Early Release,Kowtower's Resentment Early Release,Gazing Finger,66.0,66.0,66.0,66.0,66.0,100.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Kowtower's Resentment Early Release,Kowtower's Resentment Early Release - Bullet,Gazing Finger,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,220.0,1.0,-,0.0
Kowtower's Resentment,Kowtower's Resentment [1] (Lacking FP),Gazing Finger,50.0,50.0,50.0,50.0,50.0,100.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Kowtower's Resentment,Kowtower's Resentment [2] (Lacking FP),Gazing Finger,70.0,70.0,70.0,70.0,70.0,100.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Kowtower's Resentment Early Release,Kowtower's Resentment Early Release (Lacking FP),Gazing Finger,55.0,55.0,55.0,55.0,55.0,100.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Sacred Phalanx,Sacred Phalanx,Cleanrot Spear,140.0,140.0,140.0,140.0,140.0,100.0,200.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sacred Phalanx,Sacred Phalanx - Bullet,Cleanrot Spear,0.0,0.0,0.0,0.0,500.0,70.0,200.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Sacred Phalanx,Sacred Phalanx (Lacking FP),Cleanrot Spear,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spearcall Ritual,Spearcall Ritual,Death Ritual Spear,150.0,150.0,150.0,150.0,150.0,100.0,150.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spearcall Ritual,Spearcall Ritual - Bullet,Death Ritual Spear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spearcall Ritual,Spearcall Ritual - Bullet,Death Ritual Spear,0.0,168.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Spearcall Ritual,Spearcall Ritual - Bullet,Death Ritual Spear,0.0,168.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Spearcall Ritual,Spearcall Ritual,Death Ritual Spear,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ancient Lightning Spear,Ancient Lightning Spear - Bullet,Bolt of Gransax,0.0,0.0,0.0,250.0,0.0,100.0,50.0,42.0,0.0,0.0,0.0,75.0,0.0,1.0,-,0.0
Ancient Lightning Spear Charged,Ancient Lightning Spear Charged - Bullet,Bolt of Gransax,0.0,0.0,0.0,300.0,0.0,100.0,50.0,56.0,0.0,0.0,0.0,120.0,0.0,1.0,-,0.0
Ancient Lightning Spear,Ancient Lightning Spear - Bullet (Water AoE),Bolt of Gransax,0.0,0.0,0.0,100.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-,0.0
Great-Serpent Hunt,Great-Serpent Hunt #1,Serpent-Hunter,312.0,312.0,312.0,312.0,312.0,100.0,900.0,33.0,100.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Great-Serpent Hunt,Great-Serpent Hunt #2,Serpent-Hunter,330.0,330.0,330.0,330.0,330.0,100.0,600.0,44.0,230.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Great-Serpent Hunt,Great-Serpent Hunt #1 (Lacking FP),Serpent-Hunter,170.0,100.0,100.0,100.0,100.0,100.0,100.0,44.0,50.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Great-Serpent Hunt,Great-Serpent Hunt #2 (Lacking FP),Serpent-Hunter,250.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,120.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Great-Serpent Hunt ?,Great-Serpent Hunt ?,Serpent-Hunter,220.0,100.0,100.0,100.0,100.0,100.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Great-Serpent Hunt ?,Great-Serpent Hunt ?,Serpent-Hunter,320.0,100.0,100.0,100.0,100.0,100.0,100.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Great-Serpent Hunt ?,Great-Serpent Hunt ?,Serpent-Hunter,200.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Great-Serpent Hunt ?,Great-Serpent Hunt ?,Serpent-Hunter,170.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,110.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Great-Serpent Hunt ?,Great-Serpent Hunt ?,Serpent-Hunter,140.0,100.0,100.0,100.0,100.0,100.0,100.0,44.0,60.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Siluria's Woe,Siluria's Woe,Siluria's Tree,50.0,50.0,50.0,50.0,50.0,100.0,100.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
